client_id,birth_dt,reg_dttm,purchase_id,purchase_dt,purchase_amt
821795,19Jun1998,"16Jan2019 13:02:22,000",1170005698,21Jan2019,2500
821804,03Jul1992,"16Jan2019 14:25:10,000",,,
821805,29Jan1977,"16Jan2019 17:40:57,000",1191534972,04Feb2019,4000
821805,29Jan1977,"16Jan2019 17:40:57,000",1259567962,16Mar2019,3500
821807,01May1970,"16Jan2019 14:40:09,000",,,
821817,19Jan1960,"16Jan2019 17:31:28,000",1184796892,30Jan2019,4000
821817,19Jan1960,"16Jan2019 17:31:28,000",1218167090,20Feb2019,500
821826,21Apr1993,"16Jan2019 13:40:10,000",1247291792,09Mar2019,5000
821830,26Jun1999,"16Jan2019 11:40:11,000",1165288183,17Jan2019,2500
821830,26Jun1999,"16Jan2019 11:40:11,000",1209240160,14Feb2019,3000
821834,16Aug1980,"16Jan2019 12:00:21,000",,,
821838,18Jan1961,"16Jan2019 12:45:13,000",,,
821849,20Feb2000,"16Jan2019 11:20:11,000",,,
821850,24Dec1997,"16Jan2019 14:07:47,000",1167937309,20Jan2019,3000
821853,23Dec1991,"16Jan2019 9:00:08,000",1293067622,03Apr2019,4500
821856,02Apr2000,"16Jan2019 7:09:51,000",1163198596,16Jan2019,4500
821858,30Nov1993,"16Jan2019 12:29:22,000",,,
821865,21May1983,"16Jan2019 13:26:52,000",,,
821875,29Jun1982,"17Jan2019 19:56:56,000",1280581008,27Mar2019,5000
821884,19Nov1986,"17Jan2019 14:11:12,000",,,
821885,26Jul1997,"17Jan2019 20:45:12,000",1183110386,30Jan2019,500
821887,10Apr1972,"17Jan2019 10:00:15,000",,,
821896,13Aug1982,"17Jan2019 13:55:14,000",1201967597,11Feb2019,500
821897,19Nov1998,"17Jan2019 15:34:42,000",,,
821905,24May1999,"17Jan2019 13:52:00,000",,,
821913,09Mar1999,"17Jan2019 20:11:56,000",1243552223,06Mar2019,4500
821920,27Feb1999,"17Jan2019 14:02:00,000",,,
821928,14Dec1994,"17Jan2019 11:11:58,000",,,
821930,10Nov1995,"17Jan2019 15:36:18,000",,,
821931,04May1986,"17Jan2019 19:50:13,000",,,
821933,28Jun1980,"17Jan2019 21:06:59,000",,,
821947,04Dec1979,"17Jan2019 14:21:58,000",,,
821950,09Feb1975,"17Jan2019 15:12:24,000",1191556712,05Feb2019,500
821960,15Oct1997,"17Jan2019 10:33:05,000",1200163758,08Feb2019,3500
821960,15Oct1997,"17Jan2019 10:33:05,000",1236259037,01Mar2019,4500
821967,30Apr1998,"17Jan2019 9:29:22,000",,,
821970,08Sep1998,"17Jan2019 15:44:33,000",,,
821972,18Feb1999,"17Jan2019 15:45:53,000",1252491510,13Mar2019,500
821976,19Apr1992,"17Jan2019 19:50:13,000",1255413844,13Mar2019,3000
821983,15Aug1996,"17Jan2019 13:51:59,000",,,
821986,28Jan1987,"17Jan2019 15:00:02,000",,,
821987,16Nov1989,"17Jan2019 13:40:12,000",1198175371,08Feb2019,2000
821991,26Jan1988,"17Jan2019 15:56:40,000",,,
821993,14Jul2000,"17Jan2019 11:16:05,000",,,
821999,24Feb1992,"17Jan2019 11:12:00,000",,,
822005,20May1996,"17Jan2019 23:27:00,000",1174723193,23Jan2019,3500
822007,16Jan1998,"17Jan2019 10:32:58,000",1170920719,21Jan2019,3500
822009,21Nov1988,"17Jan2019 12:35:38,000",,,
822017,04Dec1992,"17Jan2019 11:47:07,000",1208765958,13Feb2019,4500
822021,15Jan1981,"17Jan2019 15:45:27,000",,,
822032,02Jun2000,"17Jan2019 20:51:18,000",,,
822038,20Jun1996,"17Jan2019 8:57:28,000",,,
822042,27Nov1997,"17Jan2019 15:03:54,000",,,
822046,11Mar1990,"17Jan2019 16:28:15,000",,,
822062,01Dec1983,"17Jan2019 17:21:55,000",1261015172,18Mar2019,1500
822063,31Jan1990,"17Jan2019 15:42:59,000",,,
822066,05Mar1996,"17Jan2019 15:47:39,000",,,
822074,04Mar1993,"18Jan2019 1:26:59,000",,,
822080,08Mar1982,"18Jan2019 15:10:16,000",,,
822083,10Jan1983,"18Jan2019 14:43:02,000",,,
822084,12Jun1998,"18Jan2019 9:39:28,000",1171075847,22Jan2019,500
822086,29Mar1997,"18Jan2019 12:06:44,000",,,
822089,18Jan1961,"18Jan2019 10:11:59,000",,,
822094,09Oct1988,"18Jan2019 11:20:18,000",1230972082,26Feb2019,4000
822102,11Jul1996,"18Jan2019 13:50:17,000",,,
822103,01Sep1977,"18Jan2019 10:15:21,000",,,
822104,07Jun1990,"18Jan2019 15:45:17,000",1240872384,04Mar2019,4500
822105,06Apr2000,"18Jan2019 17:00:16,000",,,
822110,08Feb1946,"18Jan2019 10:26:59,000",,,
822111,29Apr1977,"18Jan2019 15:16:58,000",,,
822125,21May1993,"18Jan2019 11:26:51,000",,,
822126,04Jan1991,"18Jan2019 20:25:14,000",,,
822128,20Mar1991,"18Jan2019 16:30:19,000",,,
822141,21Dec1977,"18Jan2019 12:09:12,000",,,
822144,24Mar1988,"18Jan2019 17:41:58,000",,,
822146,15Feb1994,"18Jan2019 10:20:24,000",1203207005,11Feb2019,3000
822146,15Feb1994,"18Jan2019 10:20:24,000",1242895505,05Mar2019,5000
822148,11Apr2000,"18Jan2019 11:24:33,000",,,
822154,28May1994,"18Jan2019 19:57:06,000",1188615515,01Feb2019,5000
822156,29Mar1993,"18Jan2019 11:43:06,000",,,
822158,23Aug1993,"18Jan2019 16:35:20,000",,,
822165,05Sep1971,"18Jan2019 11:20:20,000",,,
822174,28Mar1996,"18Jan2019 12:36:58,000",,,
822185,17Jul1986,"18Jan2019 12:05:16,000",,,
822192,24May1984,"18Jan2019 12:00:06,000",1276254605,25Mar2019,4000
822211,29Nov1999,"18Jan2019 10:15:22,000",1234584897,28Feb2019,6000
822215,02Apr1984,"18Jan2019 19:35:14,000",,,
822227,23May2000,"18Jan2019 18:29:30,000",1207316380,13Feb2019,4500
822244,19Oct1997,"18Jan2019 17:15:14,000",,,
822248,28Sep1993,"18Jan2019 12:46:58,000",1188554766,01Feb2019,4000
822249,29Mar1997,"18Jan2019 9:56:26,000",,,
822258,28Aug1978,"18Jan2019 13:15:15,000",1275545149,25Mar2019,4500
822258,28Aug1978,"18Jan2019 13:15:15,000",1290452942,03Apr2019,500
822275,10Dec1984,"18Jan2019 19:59:40,000",,,
822278,15Aug1994,"18Jan2019 11:54:01,000",1170355892,21Jan2019,4500
822283,04Jul1994,"18Jan2019 9:50:23,000",,,
822290,21Sep1986,"18Jan2019 11:22:02,000",,,
822291,02Oct1992,"18Jan2019 19:48:42,000",1177945388,27Jan2019,500
822291,02Oct1992,"18Jan2019 19:48:42,000",1191957121,04Feb2019,5000
822295,16Aug1995,"18Jan2019 16:40:15,000",1200460853,09Feb2019,4500
822297,03Mar1998,"18Jan2019 11:08:09,000",,,
822307,03May1997,"18Jan2019 19:26:58,000",,,
822308,01Aug1987,"18Jan2019 10:45:16,000",,,
822312,18Aug1987,"18Jan2019 9:55:16,000",,,
822315,07Dec1989,"18Jan2019 10:20:22,000",,,
822321,06Apr1979,"18Jan2019 14:40:15,000",1251983322,12Mar2019,3500
822336,06May1976,"18Jan2019 9:41:58,000",1192611346,04Feb2019,6000
822336,06May1976,"18Jan2019 9:41:58,000",1284188301,29Mar2019,6000
822336,06May1976,"18Jan2019 9:41:58,000",1289697593,02Apr2019,3000
822350,17Feb1994,"18Jan2019 10:08:47,000",,,
822353,09Sep2000,"18Jan2019 20:00:00,000",1278448967,26Mar2019,4500
822359,13Jan1975,"18Jan2019 10:10:19,000",,,
822370,14Apr1975,"18Jan2019 13:16:58,000",1177700337,25Jan2019,5500
822376,13Jul1998,"18Jan2019 13:52:56,000",,,
822386,31Jul1995,"20Jan2019 20:05:04,000",1179532609,27Jan2019,3500
822386,31Jul1995,"20Jan2019 20:05:04,000",1192002954,04Feb2019,4500
822388,30Dec1999,"21Jan2019 13:29:07,000",,,
822394,24Aug1960,"21Jan2019 11:52:07,000",,,
822400,04May1956,"21Jan2019 9:16:19,000",,,
822413,17Aug1993,"21Jan2019 11:03:26,000",,,
822423,20Aug1999,"21Jan2019 9:35:21,000",,,
822424,12Oct2000,"21Jan2019 19:19:50,000",1219936156,21Feb2019,500
822426,23Feb1997,"21Jan2019 15:36:59,000",1227107100,25Feb2019,500
822430,30Aug1998,"21Jan2019 14:50:22,000",,,
822441,24Apr1998,"21Jan2019 17:55:44,000",,,
822442,31Jan1981,"21Jan2019 19:55:24,000",1275925127,26Mar2019,1500
822442,31Jan1981,"21Jan2019 19:55:24,000",1293914128,03Apr2019,4500
822446,17Jun1983,"21Jan2019 12:50:23,000",,,
822449,07Nov1990,"21Jan2019 17:18:00,000",,,
822452,26Apr1984,"21Jan2019 11:15:59,000",1222279186,21Feb2019,4500
822454,17Aug2000,"21Jan2019 20:47:07,000",1299386238,07Apr2019,4000
822455,12Feb2000,"21Jan2019 19:19:27,000",1170366291,22Jan2019,500
822467,12Apr1998,"21Jan2019 11:03:23,000",1172351134,22Jan2019,5000
822474,20Apr1993,"21Jan2019 10:25:42,000",1206306952,12Feb2019,5000
822480,20Dec1992,"21Jan2019 10:40:12,000",,,
822485,01Mar1995,"21Jan2019 10:57:00,000",,,
822491,08May1989,"21Jan2019 23:55:23,000",1277462576,27Mar2019,500
822493,28Oct1998,"21Jan2019 19:16:47,000",,,
822494,05Jan1988,"21Jan2019 10:59:27,000",1172550298,22Jan2019,4000
822494,05Jan1988,"21Jan2019 10:59:27,000",1197113504,06Feb2019,5000
822495,03Oct1999,"21Jan2019 14:15:53,000",1295423182,04Apr2019,5000
822498,05May1986,"21Jan2019 18:10:25,000",,,
822508,21Jun1985,"21Jan2019 11:31:33,000",,,
822513,19Jul1972,"21Jan2019 20:22:08,000",,,
822514,13Feb1995,"21Jan2019 18:12:08,000",1294414085,04Apr2019,4000
822517,15Jul1993,"21Jan2019 14:07:55,000",1204608949,11Feb2019,5000
822517,15Jul1993,"21Jan2019 14:07:55,000",1268087004,20Mar2019,5500
822520,30Nov1992,"21Jan2019 9:49:18,000",,,
822524,17Sep1984,"21Jan2019 12:50:24,000",1185315622,30Jan2019,2500
822532,14Feb1974,"21Jan2019 15:24:31,000",,,
822555,13Apr2000,"21Jan2019 11:03:16,000",,,
822558,04Sep1990,"21Jan2019 10:45:41,000",1171698051,22Jan2019,5500
822558,04Sep1990,"21Jan2019 10:45:41,000",1206950098,12Feb2019,5000
822558,04Sep1990,"21Jan2019 10:45:41,000",1245817851,06Mar2019,2000
822574,01Oct1991,"21Jan2019 16:44:21,000",1186198163,30Jan2019,4500
822574,01Oct1991,"21Jan2019 16:44:21,000",1218220239,19Feb2019,4000
822586,16Feb1987,"22Jan2019 9:47:09,000",,,
822594,17Sep1986,"22Jan2019 16:07:12,000",1188032800,01Feb2019,3500
822603,23Jul1999,"22Jan2019 9:57:04,000",,,
822612,25Apr1974,"22Jan2019 15:47:12,000",1212365618,16Feb2019,5000
822620,10Feb1997,"22Jan2019 10:22:54,000",,,
822630,19Jul1962,"22Jan2019 10:48:06,000",,,
822635,13Nov1978,"22Jan2019 16:20:30,000",1224871126,23Feb2019,4500
822642,16Oct1996,"22Jan2019 10:42:03,000",,,
822653,27Jun1977,"22Jan2019 10:31:33,000",1180195549,28Jan2019,500
822655,07Feb1996,"22Jan2019 6:05:23,000",,,
822663,21Feb1976,"22Jan2019 1:27:08,000",,,
822674,04Jul1983,"22Jan2019 12:38:57,000",,,
822689,26Oct1973,"22Jan2019 17:40:28,000",1299403376,07Apr2019,4500
822695,01Apr1987,"22Jan2019 10:01:12,000",1182613430,29Jan2019,4000
822695,01Apr1987,"22Jan2019 10:01:12,000",1197349210,07Feb2019,1500
822695,01Apr1987,"22Jan2019 10:01:12,000",1256187560,14Mar2019,3500
822701,23May1980,"22Jan2019 14:37:10,000",,,
822704,05Aug1985,"22Jan2019 14:17:37,000",,,
822711,26Jul2000,"22Jan2019 15:09:53,000",1195414560,06Feb2019,2500
822713,19Aug1968,"22Jan2019 15:17:10,000",1188971793,02Feb2019,4000
822713,19Aug1968,"22Jan2019 15:17:10,000",1254731461,13Mar2019,3500
822713,19Aug1968,"22Jan2019 15:17:10,000",1296272190,05Apr2019,500
822715,16Jul2000,"22Jan2019 12:23:12,000",1187608167,31Jan2019,5500
822718,24Dec1995,"22Jan2019 14:21:25,000",,,
822731,02Jun1998,"22Jan2019 17:41:40,000",1186868423,31Jan2019,3500
822732,24May1997,"22Jan2019 16:52:10,000",,,
822739,05Sep1963,"22Jan2019 16:17:28,000",,,
822746,23Feb1997,"22Jan2019 15:15:29,000",,,
822749,22Aug1998,"22Jan2019 9:53:04,000",1178561282,27Jan2019,3000
822750,13Sep2000,"22Jan2019 17:12:13,000",,,
822753,03Jul1984,"22Jan2019 16:17:35,000",,,
822758,16Nov1981,"22Jan2019 16:17:26,000",1186521657,31Jan2019,3000
822758,16Nov1981,"22Jan2019 16:17:26,000",1218685336,19Feb2019,3500
822758,16Nov1981,"22Jan2019 16:17:26,000",1262274838,19Mar2019,500
822758,16Nov1981,"22Jan2019 16:17:26,000",1288568288,01Apr2019,5500
822771,03Mar1963,"22Jan2019 17:35:24,000",1193860519,05Feb2019,3000
822771,03Mar1963,"22Jan2019 17:35:24,000",1242783385,05Mar2019,4500
822793,24Nov1994,"22Jan2019 13:26:51,000",1217162576,18Feb2019,7000
822804,20Jul2000,"22Jan2019 14:47:45,000",1206584476,13Feb2019,2000
822805,19Nov1971,"22Jan2019 13:52:13,000",,,
822807,04Aug1998,"22Jan2019 10:54:33,000",,,
822816,28Feb1999,"22Jan2019 11:00:26,000",,,
822835,19Mar1988,"22Jan2019 16:20:31,000",,,
822838,05Jun1997,"22Jan2019 16:47:14,000",,,
822844,06Jul1978,"22Jan2019 17:30:29,000",1223144334,21Feb2019,5000
822844,06Jul1978,"22Jan2019 17:30:29,000",1272288714,24Mar2019,1500
822850,22Oct1998,"23Jan2019 14:55:14,000",1203065197,11Feb2019,3500
822850,22Oct1998,"23Jan2019 14:55:14,000",1274943167,25Mar2019,4500
822850,22Oct1998,"23Jan2019 14:55:14,000",1293184318,04Apr2019,1000
822857,23Feb1973,"23Jan2019 19:02:14,000",,,
